name_display,product_url,category,category_url,active_substance,atc_code,confidence
Emser Nasendusche mit 4 Beuteln Nasenspülsalz 1 St,https://www.docmorris.de/emser-nasendusche-mit-4-beuteln-nasenspuelsalz/12615385,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Mometason ratiopharm Nasenspray - bei Heuschnupfen 10 g,https://www.docmorris.de/mometason-ratiopharm-nasenspray-bei-heuschnupfen/12457963,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Mometasone,R01AD09,0.9
"Ebenol 0,5% Creme 30 g",https://www.docmorris.de/ebenol-05-creme/05103319,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Zink STADA 90 St,https://www.docmorris.de/zink-stada/17579234,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Vividrin antiallergische Augentropfen 10 ml,https://www.docmorris.de/vividrin-antiallergische-augentropfen/03561555,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Hydrocortison STADA 5 mg/g Creme 30 g,https://www.docmorris.de/hydrocortison-stada-5-mgg-creme/16808483,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Aspecton Nasenspray 20 ml,https://www.docmorris.de/aspecton-nasenspray/13898451,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
LEVOCETIRIZIN ADGC 5 mg 100 St,https://www.docmorris.de/levocetirizin-adgc-5-mg/18082955,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Daosin Tabletten 30 St,https://www.docmorris.de/daosin-tabletten/16790530,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Reactine Duo mit Cetirizin und Pseudoephedrin 6 St,https://www.docmorris.de/reactine-duo-mit-cetirizin-und-pseudoephedrin/07387580,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Allergodil akut Augentropfen 6 ml,https://www.docmorris.de/allergodil-akut-augentropfen/04095291,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Vividrin Azelastin Augentropfen 6 ml,https://www.docmorris.de/vividrin-azelastin-augentropfen/12910546,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Azelastine,R01AC03,0.9
Mometadex 50 µg/sprühst.nasenspr.susp.14 18 g,https://www.docmorris.de/mometadex-50-gspruehstnasensprsusp14/17600980,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Livocab direkt Augentropfen bei Allergien, z.B. Heuschnupfen 4 ml",https://www.docmorris.de/livocab-direkt-augentropfen-bei-allergien-zb-heuschnupfen/00676714,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergodil akut Nasenspray 10 ml,https://www.docmorris.de/allergodil-akut-nasenspray/03436979,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Bilastin Adgc 20 Mg Tabletten Bei Allergie 100 St,https://www.docmorris.de/bilastin-adgc-20-mg-tabletten-bei-allergie/19520104,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Bilastine,R06AX29,0.9
Sensibio H2O Mizellenwasser Duopack 2X500 ml,https://www.docmorris.de/sensibio-h2o-mizellenwasser-duopack/16820389,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Vividrin Azelastin EDO Akuthilfe bei Heuschnupfen und Allergien 20X0,6 ml",https://www.docmorris.de/vividrin-azelastin-edo-akuthilfe-bei-heuschnupfen-und-allergien/17538554,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Azelastine,R01AC03,0.9
Pollival Nasenspray 10 ml,https://www.docmorris.de/pollival-nasenspray/13748585,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Heuschnupfenmittel DHU 100 St,https://www.docmorris.de/heuschnupfenmittel-dhu/08436903,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Otri-Allergie Nasenspray Fluticason 12 ml,https://www.docmorris.de/otriallergie-nasenspray-fluticason/14358509,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Avène Tolérance Reinigungslotion 200 ml,https://www.docmorris.de/avene-tolerance-reinigungslotion/16537506,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Pollival Augentropfen 10 ml,https://www.docmorris.de/pollival-augentropfen/13748591,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Mometason beta Heuschnupfenspray 50µg/Sp 18 g,https://www.docmorris.de/mometason-beta-heuschnupfenspray-50gsp/14374141,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Mometasone,R01AD09,0.9
"Azaron Stick 5,75 g",https://www.docmorris.de/azaron-stick/03099625,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Fructaid Kapseln 120 St,https://www.docmorris.de/fructaid-kapseln/11299640,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Avène Thermalwasser Spray 300 ml,https://www.docmorris.de/avene-thermalwasser-spray/08762086,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Soventol Gel 20 g,https://www.docmorris.de/soventol-gel/00949632,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Pollicrom Augentropfen 10 ml,https://www.docmorris.de/pollicrom-augentropfen/13706658,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Vividrin Azelastin Kombipackung 1 P,https://www.docmorris.de/vividrin-azelastin-kombipackung/17585565,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Azelastine,R01AC03,0.9
"Azela-vision sine 0,5 mg/ml Augentropfen im Einzeldosisbehältnis 20X0,3 ml",https://www.docmorris.de/azelavision-sine-05-mgml-augentropfen-im-einzeldosisbehaeltnis/02498286,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Avène Tolérance Hydra-10 Feuchtigkeitscreme 40 ml,https://www.docmorris.de/avene-tolerance-hydra10-feuchtigkeitscreme/17557391,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergodil Akut Duo Kombipackung 1 St,https://www.docmorris.de/allergodil-akut-duo-kombipackung/00694793,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
ALLERGIKA Hydrolotio Sensitive AKUT 500 ml,https://www.docmorris.de/allergika-hydrolotio-sensitive-akut/09264315,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergika Lipolotio urea 5% 500 ml,https://www.docmorris.de/allergika-lipolotio-urea-5/00677694,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
1A PHARMA DESLORA 5MG 100 St,https://www.docmorris.de/1a-pharma-deslora-5mg/12546750,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Fenistil Tropfen - Reimport 20 ml,https://www.docmorris.de/fenistil-tropfen-reimport/04959538,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Avène Tolérance CONTROL Balsam 40 ml,https://www.docmorris.de/avene-tolerance-control-balsam/16507793,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergika Gesichtscreme Sensitive 50 ml,https://www.docmorris.de/allergika-gesichtscreme-sensitive/18070917,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Livocab direkt Nasenspray bei Allergien, z.B. Heuschnupfen 5 ml",https://www.docmorris.de/livocab-direkt-nasenspray-bei-allergien-zb-heuschnupfen/00202465,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
MediGel Wundreinigungsspray 50 ml,https://www.docmorris.de/medigel-wundreinigungsspray/15378419,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
1A PHARMA CETIRIZIN 10 100 St,https://www.docmorris.de/1a-pharma-cetirizin-10/03823707,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Cromo ratiopharm Nasenspray Heuschnupfen 15 ml,https://www.docmorris.de/cromo-ratiopharm-nasenspray-heuschnupfen/04952619,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Fenistil Tropfen - Reimport 20 ml,https://www.docmorris.de/fenistil-tropfen-reimport/03177265,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Linola Akut 0,5% Hydrocortison Creme 30 g",https://www.docmorris.de/linola-akut-05-hydrocortison-creme/02138990,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Lactrase 12.000 FCC Laktase Kapseln 150 St,https://www.docmorris.de/lactrase-12000-fcc-laktase-kapseln/10130821,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
RatioAllerg Heuschnupfenspray 10 ml,https://www.docmorris.de/ratioallerg-heuschnupfenspray/00704014,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Optrex ActiSpray 2in1 Augenspray 10 ml,https://www.docmorris.de/optrex-actispray-2in1-augenspray/10822217,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Combudoron Gel 25 g,https://www.docmorris.de/combudoron-gel/00230065,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allegra Schmelztabletten 20 St,https://www.docmorris.de/allegra-schmelztabletten/18878909,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Soventol HydroCort 0,5% Spray mit Hydrocortison 30 ml",https://www.docmorris.de/soventol-hydrocort-05-spray-mit-hydrocortison/10012814,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
1A PHARMA MOMETA 50 18 g,https://www.docmorris.de/1a-pharma-mometa-50/16035495,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cetirizin ratiopharm Saft 150 ml,https://www.docmorris.de/cetirizin-ratiopharm-saft/02191091,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Xailin Gel Augengel 10 g,https://www.docmorris.de/xailin-gel-augengel/10713480,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Fenistil Dragees 100 St,https://www.docmorris.de/fenistil-dragees/00376981,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Lactrase 6.000 FCC Laktase Tabletten im Klickspender 2X120 St,https://www.docmorris.de/lactrase-6000-fcc-laktase-tabletten-im-klickspender/10950145,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Eucerin AtopiControl Anti-Juckreiz Spray 50 ml,https://www.docmorris.de/eucerin-atopicontrol-antijuckreiz-spray/15210513,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allgergodil Akut Forte Nasenspray 10 ml,https://www.docmorris.de/allgergodil-akut-forte-nasenspray/17510656,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
FRUCTOSiN 90 St,https://www.docmorris.de/fructosin/14144228,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Lungenkraut Komplex mit Eukalyptus, Thymian, NAC & Vitamin B2 - LUNGENKRAUT - 120 vegane Kapseln - NATURTREU® 120 St",https://www.docmorris.de/lungenkraut-komplex-mit-eukalyptus-thymian-nac-vitamin-b2-lungenkraut-120-vegane-kapseln-naturtreu/19199636,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Fenistil Dragees - Reimport 100 St,https://www.docmorris.de/fenistil-dragees-reimport/09887766,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Lactostop 5.500 FCC Tabletten Klickspend 2X120 St,https://www.docmorris.de/lactostop-5500-fcc-tabletten-klickspend/11578995,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Pollicrom Nasenspray 15 ml,https://www.docmorris.de/pollicrom-nasenspray/13706664,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Avène Tolérance Hydra-10 Feuchtigkeitsfluid 40 ml,https://www.docmorris.de/avene-tolerance-hydra10-feuchtigkeitsfluid/17557416,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cetirizin STADA Saft 10mg/10ml Lösung 150 ml,https://www.docmorris.de/cetirizin-stada-saft-10mg10ml-loesung/02418212,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
"SinusRinse Nasenspülsalz 60X2,4 g",https://www.docmorris.de/sinusrinse-nasenspuelsalz/15297282,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Azedil Nasenspray 10 ml,https://www.docmorris.de/azedil-nasenspray/15869011,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Desloratadin STADA 5mg 100 St,https://www.docmorris.de/desloratadin-stada-5mg/16610048,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Loratadine,R06AX13,0.9
Cetirizin ratiopharm 10 mg Allergietabletten 50 St,https://www.docmorris.de/cetirizin-ratiopharm-10-mg-allergietabletten/02158159,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Levocetirizin beta 5 mg 100 St,https://www.docmorris.de/levocetirizin-beta-5-mg/16006281,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Apothekers Original PferdeSalbe bio Hanf 200 ml,https://www.docmorris.de/apothekers-original-pferdesalbe-bio-hanf/16812958,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
1A PHARMA LEVOCETIRIZIN 5MG 100 St,https://www.docmorris.de/1a-pharma-levocetirizin-5mg/14243953,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
ALLERGIKA Lipolotio Sensitive REPAIR 500 ml,https://www.docmorris.de/allergika-lipolotio-sensitive-repair/10520657,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cromo ratiopharm 1 P,https://www.docmorris.de/cromo-ratiopharm/01746517,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
DoppelherzPharma Allergo-Momelind 18 g,https://www.docmorris.de/doppelherzpharma-allergomomelind/16665753,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cetirizin AL Direkt Lutschtabletten 49 St,https://www.docmorris.de/cetirizin-al-direkt-lutschtabletten/00927352,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
octenisept protect & repair cream 50 ml,https://www.docmorris.de/octenisept-protect-repair-cream/18186206,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Bitosen 20 mg Tabletten 50 St,https://www.docmorris.de/bitosen-20-mg-tabletten/18890514,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allegra Schmelztabletten Kinder 20 St,https://www.docmorris.de/allegra-schmelztabletten-kinder/18878884,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"Ebenol 0,25% Creme 50 g",https://www.docmorris.de/ebenol-025-creme/04479152,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cetirzin Vividrin - Schnell wirksame Allergietabletten 100 St,https://www.docmorris.de/cetirzin-vividrin-schnell-wirksame-allergietabletten/13168959,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Soventol Anti-Juck Stift 4 ml,https://www.docmorris.de/soventol-antijuck-stift/14287904,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergoval Kapseln 100 St,https://www.docmorris.de/allergoval-kapseln/01240284,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Gelositin Nasenpflege Spray 15 ml,https://www.docmorris.de/gelositin-nasenpflege-spray/04996999,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Allergika Lipolotio urea 10% 500 ml,https://www.docmorris.de/allergika-lipolotio-urea-10/09523159,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Lactase 28.000 FCC Tabletten im Spender 80 St,https://www.docmorris.de/lactase-28000-fcc-tabletten-im-spender/14275611,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
"ALOE VERA GEL 97,5% Dr.Storz Tube 200 ml",https://www.docmorris.de/aloe-vera-gel-975-drstorz-tube/01713618,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Loratadin AL 10 mg Tabletten 100 St,https://www.docmorris.de/loratadin-al-10-mg-tabletten/01653945,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Loratadine,R06AX13,0.9
Bioderma Sensibio H2O Sanft reinigendes Mizellenwasser 500 ml,https://www.docmorris.de/bioderma-sensibio-h2o-sanft-reinigendes-mizellenwasser/05370948,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Bioderma Sensibio H2O AR Mizellenwasser 250 ml,https://www.docmorris.de/bioderma-sensibio-h2o-ar-mizellenwasser/10264763,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Vividrin ectoin MDO Augentropfen - allergisch gereizte Augen 1X10 ml,https://www.docmorris.de/vividrin-ectoin-mdo-augentropfen-allergisch-gereizte-augen/11331444,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Hydrogalen akut 5 mg/g Creme 30 g,https://www.docmorris.de/hydrogalen-akut-5-mgg-creme/16663808,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Reactine Allergietabletten mit Cetirizin bei Allergien 21 St,https://www.docmorris.de/reactine-allergietabletten-mit-cetirizin-bei-allergien/02152240,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Xyzall 5 mg Filmtabletten - Reimport 100 St,https://www.docmorris.de/xyzall-5-mg-filmtabletten-reimport/00008562,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Levocetirizin Hexal 5 mg 100 St,https://www.docmorris.de/levocetirizin-hexal-5-mg/14241670,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
Milbenspray 500 ml,https://www.docmorris.de/milbenspray/11292112,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Xailin Night Augensalbe 1X5 g,https://www.docmorris.de/xailin-night-augensalbe/10546042,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Mometason PUREN Heuschnupfenspray 18 g,https://www.docmorris.de/mometason-puren-heuschnupfenspray/17606600,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Mometasone,R01AD09,0.9
Cromo Micro Labs 20 mg/ml 10 ml,https://www.docmorris.de/cromo-micro-labs-20-mgml/16821940,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Oligase 600 Kapseln 100 St,https://www.docmorris.de/oligase-600-kapseln/05368443,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Tavegil Tabletten 60 St,https://www.docmorris.de/tavegil-tabletten/16791883,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Pentatop 100mg 50 St,https://www.docmorris.de/pentatop-100mg/12365681,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,,,0.0
Cetirizin Aristo 10 mg Filmtabletten 50 St,https://www.docmorris.de/cetirizin-aristo-10-mg-filmtabletten/09703275,AllergieAllergie,https://www.docmorris.de/arzneimittel-gesundheit/allergie,Cetirizine,R06AE07,0.9
